Period,Shop,Category,Drink,Quantity,Net Revenue,Gross Sales,Discounts,Transactions,Avg Price
Last Year 3M,Carlow,Fruit tea,mango passion Fruit Tea,3.0,14.85,14.85,0.0,2,4.95
Last Year 3M,Carlow,Milk tea,Bueno Bliss Boba,53.0,266.0,266.0,-4.75,47,5.02
Last Year 3M,Carlow,Milk tea,Earl Grey,46.0,237.0,237.0,0.0,40,5.15
Last Year 3M,Carlow,Milk tea,Honey Mango Latte,47.0,240.29,240.29,-1.16,40,5.11
Last Year 3M,Carlow,Milk tea,Honeydew MT,2.0,9.3,9.3,0.0,2,4.65
Last Year 3M,Carlow,Milk tea,Mango Milk tea,9.0,47.25,47.25,0.0,8,5.25
Last Year 3M,Carlow,Milk tea,Matcha Latte,19.0,95.07,95.07,-2.38,17,5.0
Last Year 3M,Carlow,Milk tea,Matcha Latte (no boba),168.0,852.51,852.51,-16.89,157,5.07
Last Year 3M,Carlow,Milk tea,Oat matcha latte HOT (no boba),3.0,13.34,13.34,-1.21,3,4.45
Last Year 3M,Carlow,Milk tea,Original milk tea,121.0,626.4,626.4,-4.75,109,5.18
Last Year 3M,Carlow,Milk tea,Pistachio Crunch Latte,10.0,54.5,54.5,0.0,9,5.45
Last Year 3M,Carlow,Milk tea,Strawberry Sunset,118.0,578.0,578.0,-14.4,106,4.9
Last Year 3M,Carlow,Milk tea,Strawberry milk tea,8.0,41.6,41.6,0.0,7,5.2
Last Year 3M,Carlow,Milk tea,Taro milk tea,84.0,418.19,418.19,-6.71,78,4.98
Last Year 3M,Carlow,Milk tea,Tiger Milk,94.0,493.61,493.61,-1.19,84,5.25
Last Year 3M,Carlow,Namo Plus,Starboy,368.0,1481.96,1822.75,-13.38,322,4.03
Last Year 3M,Carlow,Namo Plus Extras,3€ Coffee Deal,2.0,7.2,7.2,0.0,2,3.6
Last Year 3M,Carlow,Smoothies,Dream,51.0,306.15,306.15,0.0,48,6.0
Last Year 3M,Carlow,Smoothies,Mango Passionfruit smoothie,97.0,532.22,532.22,-47.13,92,5.49
Last Year 3M,Carlow,Specials,Cinema deal (mon - wed),21.0,301.69,342.4,-4.0,14,14.37
Last Year 3M,Carlow,Specials,Enchiladas,65.0,656.71,745.4,-11.0,64,10.1
Last Year 3M,Carlow,Specials,Loaded Chipotle Wedges,148.0,1505.44,1708.83,-45.22,136,10.17
Last Year 3M,Carlow,Specials,Passionfruit Soda,1.0,3.78,4.65,0.0,1,3.78
Last Year 3M,Carlow,Specials,Pink velvet (coffee),22.0,115.85,115.85,-4.55,22,5.27
Last Year 3M,Carlow,Specials,Piñalada,36.0,182.88,182.88,-8.32,35,5.08
Last Year 3M,Carlow,Specials,Quesadilla,267.0,2736.91,3106.57,-29.23,253,10.25
Last Year 3M,Carlow,Specials,Straw Matcha,15.0,74.92,74.92,-1.13,13,4.99
Last Year 3M,Carlow,Specials,Straw Matcha (excl boba),73.0,385.16,385.16,-1.19,63,5.28
Last Year 3M,Carlow,Specials,Strawberry red velvet milk t,15.0,59.46,81.15,0.0,15,3.96
Last Year 3M,Carlow,Specials,strawberry pinalada,41.0,212.1,212.1,-5.7,36,5.17
Last Year 3M,Clonmel,Acai bowls & Smoothies,Classic acai,1844.0,15744.93,15744.93,-12.32,1573,8.54
Last Year 3M,Clonmel,Coffee & more,3€ Coffe,35.0,104.25,104.25,-0.75,31,2.98
Last Year 3M,Clonmel,Coffee & more,Americano,59.0,206.5,206.5,0.0,57,3.5
Last Year 3M,Clonmel,Coffee & more,Bueno iced latte,193.0,996.08,996.08,-14.77,177,5.16
Last Year 3M,Clonmel,Coffee & more,Cappuccino,124.0,454.03,454.03,-5.47,119,3.66
Last Year 3M,Clonmel,Coffee & more,Chai latte,1.0,4.65,4.65,0.0,1,4.65
Last Year 3M,Clonmel,Coffee & more,Cinnamel Latte,2.0,9.3,9.3,0.0,2,4.65
Last Year 3M,Clonmel,Coffee & more,Espresso,11.0,27.5,27.5,0.0,9,2.5
Last Year 3M,Clonmel,Coffee & more,Flat white,19.0,64.85,64.85,0.0,18,3.41
Last Year 3M,Clonmel,Coffee & more,Hot Choc,7.0,24.5,24.5,0.0,7,3.5
Last Year 3M,Clonmel,Coffee & more,Iced Americano,7.0,34.7,34.7,0.0,6,4.96
Last Year 3M,Clonmel,Coffee & more,Iced Vanilla cold cap,16.0,79.4,79.4,0.0,16,4.96
Last Year 3M,Clonmel,Coffee & more,Iced caramel latte,178.0,904.09,904.09,-32.11,168,5.08
Last Year 3M,Clonmel,Coffee & more,Iced latte (1),2.0,11.2,11.2,0.0,2,5.6
Last Year 3M,Clonmel,Coffee & more,Latte,100.0,376.74,376.74,-8.96,96,3.77
Last Year 3M,Clonmel,Coffee & more,Pistachio latte,36.0,183.36,183.36,-1.44,31,5.09
Last Year 3M,Clonmel,Coffee & more,Toasted brown sugar,37.0,192.3,192.3,-5.75,37,5.2
Last Year 3M,Clonmel,Coffee & more,White chocolate mocha,89.0,444.94,444.94,-3.71,78,5.0
Last Year 3M,Clonmel,Fruit tea,Apple Soda,3.0,12.0,14.76,0.0,3,4.0
Last Year 3M,Clonmel,Fruit tea,Apple lemonade tea,110.0,430.29,529.3,-5.5,103,3.91
Last Year 3M,Clonmel,Fruit tea,Lemonade no boba medium,17.0,56.16,63.75,0.0,12,3.3
Last Year 3M,Clonmel,Fruit tea,Mango Iced Teas,14.0,42.7,52.5,0.0,12,3.05
Last Year 3M,Clonmel,Fruit tea,Mango Passion Lemonade,93.0,367.15,451.7,-4.65,76,3.95
Last Year 3M,Clonmel,Fruit tea,Mango Soda (NEW),58.0,228.73,281.4,0.0,54,3.94
Last Year 3M,Clonmel,Fruit tea,Passion black tea,4.0,14.0,17.2,0.0,4,3.5
Last Year 3M,Clonmel,Fruit tea,Strawberry Lemonade,257.0,1016.06,1249.9,-18.4,238,3.95
Last Year 3M,Clonmel,Fruit tea,Strawberry Passion lemonade,169.0,698.57,859.74,-8.16,156,4.13
Last Year 3M,Clonmel,Fruit tea,Watermelon Lemonade,172.0,679.6,835.89,-5.01,164,3.95
Last Year 3M,Clonmel,Fruit tea,mango passion Fruit Tea,14.0,67.8,67.8,0.0,10,4.84
Last Year 3M,Clonmel,Milk tea,Honey Mango Latte,15.0,72.19,72.19,-1.16,10,4.81
Last Year 3M,Clonmel,Milk tea,Matcha Latte,34.0,167.22,167.22,-2.38,34,4.92
Last Year 3M,Clonmel,Milk tea,Matcha Latte (no boba),183.0,900.92,900.92,-16.63,172,4.92
Last Year 3M,Clonmel,Milk tea,Oat matcha latte HOT (no boba),3.0,14.55,14.55,0.0,3,4.85
Last Year 3M,Clonmel,Milk tea,Original milk tea,125.0,609.42,609.42,-21.83,112,4.88
Last Year 3M,Clonmel,Milk tea,Pistachio Crunch Latte,3.0,15.45,15.45,0.0,3,5.15
Last Year 3M,Clonmel,Milk tea,Strawberry Sunset,165.0,849.3,849.3,-1.2,148,5.15
Last Year 3M,Clonmel,Milk tea,Strawberry milk tea,26.0,128.9,128.9,0.0,24,4.96
Last Year 3M,Clonmel,Milk tea,Taro milk tea,82.0,414.8,414.8,0.0,74,5.06
Last Year 3M,Clonmel,Milk tea,Tiger Milk,173.0,841.41,841.41,-30.44,157,4.86
Last Year 3M,Clonmel,Namo Plus,Starboy,337.0,1333.05,1639.64,-26.12,302,3.96
Last Year 3M,Clonmel,Smoothies,Dream,11.0,64.51,64.51,-1.44,10,5.86
Last Year 3M,Clonmel,Smoothies,Mango Passionfruit smoothie,212.0,1267.6,1267.6,0.0,190,5.98
Last Year 3M,Clonmel,Specials,Cinema deal (mon - wed),17.0,254.57,288.9,0.0,16,14.97
Last Year 3M,Clonmel,Specials,Enchiladas,48.0,484.07,549.45,0.0,47,10.08
Last Year 3M,Clonmel,Specials,Loaded Chipotle Wedges,58.0,563.66,639.8,-34.1,55,9.72
Last Year 3M,Clonmel,Specials,Pink velvet (coffee),2.0,10.7,10.7,0.0,2,5.35
Last Year 3M,Clonmel,Specials,Piñalada,12.0,63.0,63.0,0.0,12,5.25
Last Year 3M,Clonmel,Specials,Quesadilla,150.0,1533.96,1741.21,-8.74,140,10.23
Last Year 3M,Clonmel,Specials,Straw Matcha,4.0,19.9,19.9,0.0,4,4.97
Last Year 3M,Clonmel,Specials,Straw Matcha (excl boba),107.0,537.35,537.35,0.0,97,5.02
Last Year 3M,Clonmel,Specials,Strawberry red velvet milk t,1.0,3.48,4.75,0.0,1,3.48
Last Year 3M,Clonmel,Specials,strawberry pinalada,76.0,393.9,393.9,-2.4,71,5.18
Last Year 3M,Food Trailer,Acai bowls & Smoothies,Classic acai,64.0,535.5,535.5,-8.5,61,8.37
Last Year 3M,Kilkenny Mexican,Fruit tea,Strawberry Lemonade,1.0,3.74,4.6,0.0,1,3.74
Last Year 3M,Kilkenny Mexican,Specials,Cinema deal (mon - wed),8.0,114.38,129.8,0.0,8,14.3
Last Year 3M,Kilkenny Mexican,Specials,Enchiladas,24.0,248.02,281.5,0.0,22,10.33
Last Year 3M,Kilkenny Mexican,Specials,Loaded Chipotle Wedges,97.0,994.37,1128.75,-33.0,94,10.25
Last Year 3M,Kilkenny Mexican,Specials,Quesadilla,203.0,2177.98,2472.05,-11.0,187,10.73
Last Year 3M,Kilkenny Plus,Acai bowls & Smoothies,Classic acai,680.0,5795.92,5795.92,-13.58,608,8.52
Last Year 3M,Kilkenny Plus,Acai bowls & Smoothies,FruitNinja,5.0,40.0,40.0,0.0,5,8.0
Last Year 3M,Kilkenny Plus,Acai bowls & Smoothies,MangoLoco,132.0,1158.79,1158.79,-21.41,124,8.78
Last Year 3M,Kilkenny Plus,Acai bowls & Smoothies,Medium Acai Bowl,1462.0,11797.35,11797.35,-39.3,1328,8.07
Last Year 3M,Kilkenny Plus,Acai bowls & Smoothies,Small Acai Bowl,204.0,1192.55,1192.55,-17.7,189,5.85
Last Year 3M,Kilkenny Plus,Coffee & more,Americano,34.0,115.5,115.5,-3.5,32,3.4
Last Year 3M,Kilkenny Plus,Coffee & more,Bueno iced latte,172.0,881.89,881.89,-1.21,164,5.13
Last Year 3M,Kilkenny Plus,Coffee & more,Cappuccino,47.0,172.15,172.15,0.0,46,3.66
Last Year 3M,Kilkenny Plus,Coffee & more,Chai latte,3.0,13.95,13.95,0.0,3,4.65
Last Year 3M,Kilkenny Plus,Coffee & more,Cinnamel Latte,5.0,20.4,20.4,-4.65,4,4.08
Last Year 3M,Kilkenny Plus,Coffee & more,Dirty Chai,2.0,9.39,9.39,-1.21,2,4.7
Last Year 3M,Kilkenny Plus,Coffee & more,Espresso,29.0,71.88,71.88,-0.62,29,2.48
Last Year 3M,Kilkenny Plus,Coffee & more,Flat white,12.0,36.85,36.85,-3.35,11,3.07
Last Year 3M,Kilkenny Plus,Coffee & more,Frappé,24.0,133.5,133.5,0.0,22,5.56
Last Year 3M,Kilkenny Plus,Coffee & more,Hot Choc,6.0,21.0,21.0,0.0,6,3.5
Last Year 3M,Kilkenny Plus,Coffee & more,Iced Americano,20.0,96.5,96.5,0.0,20,4.83
Last Year 3M,Kilkenny Plus,Coffee & more,Iced Vanilla cold cap,17.0,86.15,86.15,0.0,17,5.07
Last Year 3M,Kilkenny Plus,Coffee & more,Iced caramel latte,145.0,727.85,727.85,0.0,133,5.02
Last Year 3M,Kilkenny Plus,Coffee & more,Iced latte (1),26.0,127.9,127.9,0.0,20,4.92
Last Year 3M,Kilkenny Plus,Coffee & more,Latte,70.0,277.73,277.73,-5.47,63,3.97
Last Year 3M,Kilkenny Plus,Coffee & more,"Oat, Coconut Milk",1.0,0.37,0.45,0.0,1,0.37
Last Year 3M,Kilkenny Plus,Coffee & more,Pistachio latte,31.0,150.9,150.9,-4.85,29,4.87
Last Year 3M,Kilkenny Plus,Coffee & more,Toasted brown sugar,83.0,426.29,426.29,-6.06,82,5.14
Last Year 3M,Kilkenny Plus,Coffee & more,White chocolate mocha,35.0,168.15,168.15,0.0,32,4.8
Last Year 3M,Kilkenny Plus,Fruit tea,Apple Soda,116.0,446.88,549.69,-10.66,109,3.85
Last Year 3M,Kilkenny Plus,Fruit tea,Apple lemonade tea,51.0,201.89,248.35,-1.15,50,3.96
Last Year 3M,Kilkenny Plus,Fruit tea,Lemonade no boba medium,102.0,342.89,389.46,-5.64,94,3.36
Last Year 3M,Kilkenny Plus,Fruit tea,Mango Iced Teas,52.0,159.83,196.52,-1.88,47,3.07
Last Year 3M,Kilkenny Plus,Fruit tea,Mango Passion Lemonade,44.0,178.05,219.04,-1.16,36,4.05
Last Year 3M,Kilkenny Plus,Fruit tea,Mango Soda (NEW),24.0,93.64,115.2,0.0,22,3.9
Last Year 3M,Kilkenny Plus,Fruit tea,Passion black tea,3.0,11.96,14.7,0.0,3,3.99
Last Year 3M,Kilkenny Plus,Fruit tea,Passionfruit IT,3.0,11.34,13.95,0.0,3,3.78
Last Year 3M,Kilkenny Plus,Fruit tea,Peach iced tea,28.0,105.39,129.62,-2.28,28,3.76
Last Year 3M,Kilkenny Plus,Fruit tea,Strawberry Lemonade,644.0,2512.6,3090.64,-21.16,544,3.9
Last Year 3M,Kilkenny Plus,Fruit tea,Strawberry Passion lemonade,330.0,1360.82,1674.76,-7.64,302,4.12
Last Year 3M,Kilkenny Plus,Fruit tea,Watermelon Lemonade,279.0,1062.7,1306.97,-20.48,253,3.81
Last Year 3M,Kilkenny Plus,Fruit tea,mango passion Fruit Tea,14.0,73.2,73.2,0.0,13,5.23
Last Year 3M,Kilkenny Plus,Milk tea,Bueno Bliss Boba,94.0,467.3,467.3,0.0,85,4.97
Last Year 3M,Kilkenny Plus,Milk tea,Honey Mango Latte,83.0,402.3,402.3,-2.55,78,4.85
Last Year 3M,Kilkenny Plus,Milk tea,Honeydew MT,31.0,158.55,158.55,0.0,27,5.11
Last Year 3M,Kilkenny Plus,Milk tea,Mango Milk Tea,28.0,93.33,127.35,-4.65,24,3.33
Last Year 3M,Kilkenny Plus,Milk tea,Mango Milk tea,5.0,23.25,23.25,0.0,5,4.65
Last Year 3M,Kilkenny Plus,Milk tea,Matcha Latte,33.0,163.05,163.05,0.0,27,4.94
Last Year 3M,Kilkenny Plus,Milk tea,Matcha Latte (no boba),222.0,999.73,999.73,-53.77,204,4.5
Last Year 3M,Kilkenny Plus,Milk tea,Oat matcha latte HOT (no boba),1.0,4.85,4.85,0.0,1,4.85
Last Year 3M,Kilkenny Plus,Milk tea,Original milk tea,319.0,1604.1,1604.1,-14.25,276,5.03
Last Year 3M,Kilkenny Plus,Milk tea,Pistachio Crunch Latte,8.0,42.4,42.4,0.0,8,5.3
Last Year 3M,Kilkenny Plus,Milk tea,Strawberry Sunset,315.0,1565.6,1565.6,-4.8,287,4.97
Last Year 3M,Kilkenny Plus,Milk tea,Strawberry milk tea,17.0,84.05,84.05,0.0,15,4.94
Last Year 3M,Kilkenny Plus,Milk tea,Taro milk tea,163.0,775.6,775.6,-23.25,140,4.76
Last Year 3M,Kilkenny Plus,Milk tea,Tiger Milk,306.0,1553.0,1553.0,-9.5,272,5.08
Last Year 3M,Kilkenny Plus,Namo Plus,Cinnamon Bun Latte,6.0,27.0,27.0,0.0,5,4.5
Last Year 3M,Kilkenny Plus,Namo Plus,Starboy,784.0,3054.46,3757.13,-36.93,689,3.9
Last Year 3M,Kilkenny Plus,Smoothies,Dragonfruit Strawberry,9.0,55.35,55.35,0.0,9,6.15
Last Year 3M,Kilkenny Plus,Smoothies,Dream,143.0,836.21,836.21,-1.44,129,5.85
Last Year 3M,Kilkenny Plus,Smoothies,Mango Passionfruit smoothie,197.0,1141.83,1141.83,-27.32,185,5.8
Last Year 3M,Kilkenny Plus,Specials,Pink velvet (coffee),21.0,103.47,103.47,-1.23,20,4.93
Last Year 3M,Kilkenny Plus,Specials,Piñalada,109.0,558.08,558.08,-2.62,102,5.12
Last Year 3M,Kilkenny Plus,Specials,Straw Matcha,22.0,110.6,110.6,0.0,22,5.03
Last Year 3M,Kilkenny Plus,Specials,Straw Matcha (excl boba),240.0,1166.57,1166.57,-35.63,225,4.86
Last Year 3M,Kilkenny Plus,Specials,Strawberry red velvet milk t,5.0,18.72,25.55,0.0,5,3.74
Last Year 3M,Kilkenny Plus,Specials,strawberry pinalada,6.0,30.6,30.6,0.0,6,5.1
Last Year 3M,Portlaoise,Acai bowls & Smoothies,Classic acai,705.0,5947.41,5947.41,-76.29,618,8.44
Last Year 3M,Portlaoise,Coffee & more,Americano,43.0,150.5,150.5,0.0,38,3.5
Last Year 3M,Portlaoise,Coffee & more,Bueno iced latte,74.0,374.77,374.77,-6.13,72,5.06
Last Year 3M,Portlaoise,Coffee & more,Cappuccino,49.0,180.87,180.87,-2.18,44,3.69
Last Year 3M,Portlaoise,Coffee & more,Cinnamel Latte,3.0,9.3,9.3,-4.65,3,3.1
Last Year 3M,Portlaoise,Coffee & more,Dirty Chai,2.0,11.5,11.5,0.0,1,5.75
Last Year 3M,Portlaoise,Coffee & more,Flat white,11.0,39.25,39.25,0.0,10,3.57
Last Year 3M,Portlaoise,Coffee & more,Hot Choc,3.0,11.1,11.1,0.0,3,3.7
Last Year 3M,Portlaoise,Coffee & more,Iced Americano,4.0,20.8,20.8,0.0,4,5.2
Last Year 3M,Portlaoise,Coffee & more,Iced Vanilla cold cap,7.0,33.95,33.95,0.0,6,4.85
Last Year 3M,Portlaoise,Coffee & more,Iced caramel latte,150.0,765.72,765.72,-11.18,132,5.1
Last Year 3M,Portlaoise,Coffee & more,Iced latte (1),18.0,99.0,99.0,0.0,18,5.5
Last Year 3M,Portlaoise,Coffee & more,Latte,48.0,179.39,179.39,-0.91,45,3.74
Last Year 3M,Portlaoise,Coffee & more,"Oat, Coconut Milk",1.0,0.37,0.45,0.0,1,0.37
Last Year 3M,Portlaoise,Coffee & more,Pistachio latte,40.0,200.9,200.9,0.0,40,5.02
Last Year 3M,Portlaoise,Coffee & more,T.Coconut BSug,5.0,26.05,26.05,0.0,4,5.21
Last Year 3M,Portlaoise,Coffee & more,Tea,15.0,37.5,37.5,0.0,13,2.5
Last Year 3M,Portlaoise,Coffee & more,Toasted brown sugar,70.0,376.46,376.46,-6.54,64,5.38
Last Year 3M,Portlaoise,Coffee & more,White chocolate mocha,42.0,208.9,208.9,0.0,42,4.97
Last Year 3M,Portlaoise,Fruit tea,Apple Soda,3.0,12.66,15.57,0.0,3,4.22
Last Year 3M,Portlaoise,Fruit tea,Apple lemonade tea,72.0,279.57,343.9,-6.9,68,3.88
Last Year 3M,Portlaoise,Fruit tea,Lemonade no boba medium,1.0,3.3,3.75,0.0,1,3.3
Last Year 3M,Portlaoise,Fruit tea,Mango Iced Teas,2.0,6.1,7.5,0.0,2,3.05
Last Year 3M,Portlaoise,Fruit tea,Mango Passion Lemonade,270.0,1083.0,1332.37,-7.73,238,4.01
Last Year 3M,Portlaoise,Fruit tea,Mango Soda (NEW),1.0,3.78,4.65,0.0,1,3.78
Last Year 3M,Portlaoise,Fruit tea,Strawberry Lemonade,382.0,1431.12,1760.42,-88.38,348,3.75
Last Year 3M,Portlaoise,Fruit tea,Strawberry Passion lemonade,57.0,238.14,293.1,-1.2,55,4.18
Last Year 3M,Portlaoise,Fruit tea,Watermelon Lemonade,36.0,139.61,171.7,-1.6,32,3.88
Last Year 3M,Portlaoise,Fruit tea,mango passion Fruit Tea,14.0,70.3,70.3,0.0,13,5.02
Last Year 3M,Portlaoise,Milk tea,Bueno Bliss Boba,87.0,431.26,431.26,-1.19,79,4.96
Last Year 3M,Portlaoise,Milk tea,Earl Grey,2.0,9.5,9.5,0.0,2,4.75
Last Year 3M,Portlaoise,Milk tea,Honey Mango Latte,2.0,10.2,10.2,0.0,2,5.1
Last Year 3M,Portlaoise,Milk tea,Matcha Latte (no boba),135.0,699.71,699.71,-5.24,126,5.18
Last Year 3M,Portlaoise,Milk tea,Oat matcha latte HOT (no boba),4.0,18.07,18.07,-1.33,3,4.52
Last Year 3M,Portlaoise,Milk tea,Original milk tea,188.0,957.44,957.44,-10.06,159,5.09
Last Year 3M,Portlaoise,Milk tea,Pistachio Crunch Latte,19.0,96.65,96.65,0.0,17,5.09
Last Year 3M,Portlaoise,Milk tea,Strawberry Sunset,48.0,223.2,223.2,-14.4,46,4.65
Last Year 3M,Portlaoise,Milk tea,Taro milk tea,39.0,196.16,196.16,-1.39,36,5.03
Last Year 3M,Portlaoise,Milk tea,Tiger Milk,39.0,203.25,203.25,0.0,38,5.21
Last Year 3M,Portlaoise,Namo Plus,Cinnamon Bun Latte,1.0,5.4,5.4,0.0,1,5.4
Last Year 3M,Portlaoise,Namo Plus,Starboy,267.0,1051.26,1293.05,-23.83,244,3.94
Last Year 3M,Portlaoise,Namo Plus Extras,Large,6.0,5.4,5.4,0.0,5,0.9
Last Year 3M,Portlaoise,Smoothies,Dream,75.0,450.79,450.79,-1.66,71,6.01
Last Year 3M,Portlaoise,Smoothies,Mango Passionfruit smoothie,58.0,347.38,347.38,-2.02,55,5.99
Last Year 3M,Portlaoise,Specials,Enchiladas,5.0,51.37,58.3,0.0,5,10.27
Last Year 3M,Portlaoise,Specials,Loaded Chipotle Wedges,25.0,263.62,299.25,0.0,23,10.54
Last Year 3M,Portlaoise,Specials,Piñalada,24.0,117.9,117.9,0.0,21,4.91
Last Year 3M,Portlaoise,Specials,Quesadilla,80.0,826.92,938.56,-2.19,69,10.34
Last Year 3M,Portlaoise,Specials,Straw Matcha (excl boba),105.0,516.58,516.58,-19.97,98,4.92
Last Year 3M,Portlaoise,Specials,Strawberry red velvet milk t,2.0,6.96,9.5,0.0,2,3.48
Last Year 3M,Portlaoise,Specials,strawberry pinalada,6.0,29.7,29.7,0.0,6,4.95
Last Year Oct-Mar,Carlow,Acai bowls & Smoothies,Classic acai,1222.0,10301.2,10301.2,-121.1,1000,8.43
Last Year Oct-Mar,Carlow,Acai bowls & Smoothies,FruitNinja,80.0,654.2,654.2,-2.0,70,8.18
Last Year Oct-Mar,Carlow,Acai bowls & Smoothies,MangoLoco,56.0,465.8,465.8,-2.0,51,8.32
Last Year Oct-Mar,Carlow,Coffee & more,Americano,148.0,513.61,513.61,-4.39,127,3.47
Last Year Oct-Mar,Carlow,Coffee & more,Bueno iced latte,236.0,1217.65,1217.65,-44.35,226,5.16
Last Year Oct-Mar,Carlow,Coffee & more,Cappuccino,222.0,800.55,800.55,-33.75,205,3.61
Last Year Oct-Mar,Carlow,Coffee & more,Chai latte,5.0,19.65,19.65,-4.65,5,3.93
Last Year Oct-Mar,Carlow,Coffee & more,Cinnamel Latte,18.0,85.35,85.35,-4.65,18,4.74
Last Year Oct-Mar,Carlow,Coffee & more,Dirty Chai,2.0,9.7,9.7,0.0,2,4.85
Last Year Oct-Mar,Carlow,Coffee & more,DoubleEspesso,1.0,3.5,3.5,0.0,1,3.5
Last Year Oct-Mar,Carlow,Coffee & more,Espresso,11.0,26.88,26.88,-0.62,10,2.44
Last Year Oct-Mar,Carlow,Coffee & more,Flat white,36.0,122.6,122.6,0.0,35,3.41
Last Year Oct-Mar,Carlow,Coffee & more,Frappé,10.0,57.5,57.5,0.0,8,5.75
Last Year Oct-Mar,Carlow,Coffee & more,Hot Choc,5.0,16.62,16.62,-0.88,5,3.32
Last Year Oct-Mar,Carlow,Coffee & more,Iced Americano,6.0,31.25,31.25,0.0,6,5.21
Last Year Oct-Mar,Carlow,Coffee & more,Iced Vanilla cold cap,23.0,116.29,116.29,-6.06,19,5.06
Last Year Oct-Mar,Carlow,Coffee & more,Iced caramel latte,255.0,1327.26,1327.26,-18.09,236,5.2
Last Year Oct-Mar,Carlow,Coffee & more,Latte,293.0,1052.42,1052.42,-58.43,257,3.59
Last Year Oct-Mar,Carlow,Coffee & more,"Oat, Coconut Milk",3.0,1.11,1.35,0.0,3,0.37
Last Year Oct-Mar,Carlow,Coffee & more,OrangeEspresso,2.0,7.72,9.5,0.0,1,3.86
Last Year Oct-Mar,Carlow,Coffee & more,Pistachio latte,26.0,134.3,134.3,0.0,22,5.17
Last Year Oct-Mar,Carlow,Coffee & more,T.Coconut BSug,10.0,51.75,51.75,-4.85,7,5.17
Last Year Oct-Mar,Carlow,Coffee & more,Tea,28.0,70.0,70.0,0.0,28,2.5
Last Year Oct-Mar,Carlow,Coffee & more,Toasted brown sugar,115.0,613.15,613.15,-5.75,104,5.33
Last Year Oct-Mar,Carlow,Coffee & more,White chocolate mocha,198.0,1018.4,1018.4,-12.15,179,5.14
Last Year Oct-Mar,Carlow,Fruit tea,Apple Soda,43.0,163.2,200.73,-8.94,41,3.8
Last Year Oct-Mar,Carlow,Fruit tea,Apple lemonade tea,53.0,200.85,247.1,-14.7,53,3.79
Last Year Oct-Mar,Carlow,Fruit tea,Dragonfruit Lychee,15.0,63.45,78.0,0.0,15,4.23
Last Year Oct-Mar,Carlow,Fruit tea,Lychee IT,14.0,53.36,65.6,0.0,13,3.81
Last Year Oct-Mar,Carlow,Fruit tea,Mango Iced Teas,4.0,12.2,15.0,0.0,4,3.05
Last Year Oct-Mar,Carlow,Fruit tea,Mango Passion Lemonade,31.0,115.19,141.69,-6.96,30,3.72
Last Year Oct-Mar,Carlow,Fruit tea,Mango Soda (NEW),1.0,3.78,4.65,0.0,1,3.78
Last Year Oct-Mar,Carlow,Fruit tea,Passion black tea,2.0,7.0,8.6,0.0,2,3.5
Last Year Oct-Mar,Carlow,Fruit tea,Passionfruit IT,11.0,43.77,53.85,0.0,8,3.98
Last Year Oct-Mar,Carlow,Fruit tea,Peach iced tea,5.0,19.96,24.55,0.0,5,3.99
Last Year Oct-Mar,Carlow,Fruit tea,Strawberry Lemonade,266.0,1058.38,1302.05,-34.45,234,3.98
Last Year Oct-Mar,Carlow,Fruit tea,Strawberry Passion lemonade,274.0,1138.06,1400.63,-31.87,250,4.15
Last Year Oct-Mar,Carlow,Fruit tea,Watermelon Lemonade,204.0,789.73,970.24,-15.46,175,3.87
Last Year Oct-Mar,Carlow,Fruit tea,mango passion Fruit Tea,2.0,8.14,8.14,-1.16,2,4.07
Last Year Oct-Mar,Carlow,Milk tea,Earl Grey,27.0,131.3,131.3,-4.75,24,4.86
Last Year Oct-Mar,Carlow,Milk tea,Honeydew MT,4.0,19.5,19.5,0.0,4,4.88
Last Year Oct-Mar,Carlow,Milk tea,Mango Milk tea,34.0,178.8,178.8,0.0,31,5.26
Last Year Oct-Mar,Carlow,Milk tea,Matcha Latte,82.0,409.37,409.37,-8.03,81,4.99
Last Year Oct-Mar,Carlow,Milk tea,Oat matcha latte HOT (no boba),1.0,4.85,4.85,0.0,1,4.85
Last Year Oct-Mar,Carlow,Milk tea,Original milk tea,180.0,900.89,900.89,-20.41,165,5.0
Last Year Oct-Mar,Carlow,Milk tea,Strawberry Sunset,144.0,742.36,742.36,-6.44,136,5.16
Last Year Oct-Mar,Carlow,Milk tea,Strawberry milk tea,11.0,52.9,52.9,-5.65,11,4.81
Last Year Oct-Mar,Carlow,Milk tea,Taro milk tea,102.0,502.8,502.8,-9.3,93,4.93
Last Year Oct-Mar,Carlow,Milk tea,Thai tea,61.0,313.15,313.15,0.0,56,5.13
Last Year Oct-Mar,Carlow,Milk tea,Tiger Milk,106.0,543.04,543.04,-7.06,78,5.12
Last Year Oct-Mar,Carlow,Namo Plus,3€ Coffee Deal,2.0,7.2,7.2,0.0,1,3.6
Last Year Oct-Mar,Carlow,Namo Plus,Cinnamon Bun.,1.0,4.5,4.5,0.0,1,4.5
Last Year Oct-Mar,Carlow,Namo Plus,Latte vanilla cold cap,46.0,235.2,235.2,-22.4,40,5.11
Last Year Oct-Mar,Carlow,Namo Plus,Mango Passionfruit smoothie,31.0,188.51,188.51,-1.44,30,6.08
Last Year Oct-Mar,Carlow,Namo Plus,Pistachio latte,4.0,19.8,19.8,0.0,4,4.95
